"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
2,0,16000,3,2,1,1,2,4,1,6,3,1,0,2,2,1,1,2,1,2,0,2,0,3,0,3,0,1,1,2180,53540,49,2,1,2,1,1,1,0,0,3,0,0
8,0,15000,3,2,1,1,1,6,1,1,3,1,0,2,2,1,4,2,0,1,1,2,0,2,0,2,0,1,2,4034,54034,78,2,1,2,1,0,0,0,0,3,0,0
5,0,7000,5,2,1,1,2,7,1,5,3,1,1,2,2,1,1,1,1,2,0,1,2,3,1,4,0,2,1,3910,63460,29,2,1,2,2,2,1,0,0,3,0,0
4,0,7000,2,1,1,1,2,1,1,1,3,1,0,2,2,2,0,0,0,2,0,1,1,2,0,2,0,1,1,2189,23878,56,2,1,2,2,0,0,0,0,3,0,0
2,0,20000,5,2,1,1,2,4,1,5,3,1,0,1,2,1,3,2,2,1,3,2,0,2,0,2,0,1,0,0,366666.666666667,67,2,2,1,1,3,2,3,2,3,3,2
2,0,12000,3,2,1,1,2,12,1,1,3,1,0,2,2,1,2,0,0,2,0,2,0,2,0,2,0,1,1,12054,60854,80,1,2,2,2,0,0,0,0,3,0,0
2,0,17800,4,3,1,1,2,3,1,1,3,1,1,1,2,1,1,2,3,2,0,2,0,4,0,4,0,4,1,0,70887,29,2,1,2,1,3,1,3,1,1,3,2
2,0,15000,5,4,1,2,2,8,1,5,3,1,1,2,1,1,2,2,1,1,1,2,0,5,0,5,0,2,3,3926,168272.333333333,90,2,1,2,1,0,0,0,0,3,0,0
2,0,10000,6,3,1,1,2,6,2,5,3,1,0,2,2,2,0,1,1,2,0,1,1,4,1,5,0,3,0,2017,113068,40,2,1,2,2,3,1,0,0,3,0,0
2,0,20000,3,2,1,1,2,6,2,5,3,1,0,2,2,1,0,2,1,1,1,2,0,3,0,3,1,2,1,12032,23232,66,2,2,2,2,3,1,1,1,3,0,0
1,4000,6000,3,2,1,1,2,7,2,5,3,1,0,1,2,1,1,1,1,2,0,2,0,2,3,5,0,2,0,6891.5,72955.5,12,2,1,2,2,9,1,0,0,0,0,0
2,0,9000,3,2,1,1,2,9,1,5,3,1,0,2,2,2,0,1,0,1,1,2,0,3,3,6,0,3,1,2032,56022,23,1,2,2,2,1,1,0,0,3,0,0
2,0,8000,3,2,1,1,2,10,1,3,3,1,1,2,2,1,0,2,0,2,0,1,1,1,0,1,0,1,1,2032,13932,69,1,2,2,1,3,1,0,0,3,0,0
8,0,7500,2,1,1,1,2,8,1,5,3,1,0,2,2,2,0,2,1,2,0,1,1,2,1,3,0,1,1,4054,34331,4,2,1,2,2,0,0,0,0,0,0,0
2,0,10000,5,3,1,1,1,10,1,3,3,1,0,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,1,3774,41774,76,2,1,2,1,0,0,0,0,2,0,0
8,0,8000,3,2,1,1,2,8,1,5,3,1,1,2,2,2,0,0,0,1,1,1,1,2,0,2,0,1,0,0,83254,52,2,1,2,2,0,0,0,0,2,0,0
2,0,8000,4,2,1,1,2,1,1,5,3,1,0,1,2,1,1,1,0,2,0,1,1,3,1,4,0,3,2,4389,90878,10,1,2,2,2,0,0,0,0,0,0,0
1,12284,15000,3,2,1,1,2,4,1,1,3,1,0,2,2,1,2,0,0,2,0,2,0,2,0,2,0,1,2,4576,64376,61,2,1,2,1,2,1,0,0,3,0,0
4,0,2000,1,1,1,0,2,2,0,1,1,2,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,0,0,7680,64,1,2,2,2,0,0,0,0,3,0,0
2,0,8500,3,1,1,1,2,7,1,5,3,1,2,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,2,7034,23034,80,1,2,2,2,0,0,0,0,0,0,0
2,0,15000,3,2,1,1,2,2,1,5,3,1,1,2,2,1,0,1,0,2,0,2,0,3,0,3,0,1,1,2214,40162,60,1,2,2,2,2,1,0,0,3,0,0
1,16500,18000,3,2,1,1,2,4,1,1,3,1,0,2,2,1,1,2,2,2,0,2,0,2,0,2,0,2,1,2189,57654,57,2,1,2,1,3,2,2,2,2,0,0
8,0,20000,3,1,1,1,2,5,1,1,3,1,0,2,2,1,3,2,1,2,0,2,0,2,0,2,0,1,0,9666.66666666667,44823.6666666667,39,2,1,2,2,3,1,3,2,3,2,3
1,38000,38000,4,3,6,2,1,6,1,1,3,1,0,2,2,1,3,2,1,1,2,2,0,2,2,4,0,1,0,0,134054,37,2,2,1,1,3,1,3,1,3,3,3
2,0,18000,5,3,1,2,1,9,1,3,3,1,0,2,2,1,2,2,0,1,1,2,0,5,0,5,0,3,4,7840,79804,68,2,1,2,2,3,1,3,1,3,3,2
1,1,12000,4,2,1,1,2,6,2,5,3,1,2,2,2,1,0,0,0,2,0,2,0,2,1,3,0,2,1,10402.5,42402.5,37,2,1,2,2,2,1,0,0,3,0,0
1,1135,12000,6,3,1,2,2,10,1,5,3,1,0,2,2,1,1,1,0,2,0,1,2,5,1,6,0,3,2,7580,78554,18,2,1,2,2,0,0,0,0,3,0,0
8,0,5000,2,1,1,1,2,8,2,1,3,1,0,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,15721,22,1,2,2,2,3,1,1,1,3,0,0
2,0,12000,3,2,1,1,2,6,2,3,3,1,2,2,2,1,0,0,0,2,0,2,0,3,0,3,0,1,3,5880,38680,62,2,1,2,2,0,0,0,0,3,0,0
8,0,6000,2,2,1,1,2,7,2,6,3,2,1,2,2,2,0,1,0,2,0,1,1,2,4,6,0,2,1,10191.5,34775.5,2,1,2,2,2,0,0,0,0,0,0,0
2,0,0,3,1,3,1,2,7,2,5,3,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,2,4034,33734,71,2,1,2,2,0,0,0,0,3,0,0
2,0,7000,3,2,1,1,2,7,2,5,3,2,0,2,2,2,0,0,0,1,1,1,1,4,0,4,0,1,3,5880,54980,66,2,1,2,2,0,0,0,0,3,0,0
1,15500,10000,4,3,1,1,2,10,1,5,3,1,0,2,2,1,1,1,2,1,2,1,2,5,0,5,0,3,3,6051,108068,16,2,1,2,2,3,1,9,1,3,0,0
5,0,13000,1,1,1,1,2,3,1,6,3,1,0,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,1,2271,60271,76,2,1,2,1,3,1,1,1,3,0,0
5,0,12000,3,2,1,1,2,6,2,1,3,1,0,2,2,1,1,1,0,2,0,2,0,2,3,5,0,3,0,8068,42385,45,2,1,2,2,3,1,2,1,3,0,0
2,0,5000,3,2,1,1,2,12,2,5,3,1,1,2,2,2,1,0,0,1,1,1,1,2,0,2,0,1,0,2121,35342,58,2,1,2,1,0,0,0,0,3,0,0
2,0,20000,5,3,1,1,1,2,1,1,3,1,0,2,2,1,1,2,2,1,1,2,0,3,2,5,0,3,1,6864,159440,42,2,1,2,1,3,1,3,1,3,3,2
8,0,30000,5,3,1,2,1,4,1,2,2,1,0,2,2,1,0,2,2,1,1,2,0,3,0,3,0,3,2,2220,84440,15,2,1,2,1,2,2,0,0,3,0,0
2,0,8000,3,1,1,1,1,2,1,1,3,1,0,2,2,1,2,2,0,2,0,2,0,2,0,2,0,1,2,5386,43386,77,2,1,2,1,3,1,1,1,3,0,0
5,0,15000,4,2,1,1,2,3,1,1,3,1,0,2,2,1,1,0,0,1,1,2,0,2,0,2,0,1,0,4542,44542,57,2,1,2,2,3,1,0,0,3,0,0
5,0,8000,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,0,0,2,0,2,0,2,1,3,0,2,0,2180,38860,4,2,1,2,2,0,0,0,0,0,0,0
5,0,12000,2,1,1,1,2,3,1,1,3,1,0,2,2,1,0,2,1,2,0,2,0,1,0,1,0,1,0,10000,36271,26,2,1,2,2,3,2,3,2,3,3,1
2,0,8000,4,2,1,1,2,10,2,5,3,1,0,2,2,2,1,0,0,1,1,2,0,3,0,3,0,1,1,3926,81789,76,1,2,2,2,0,0,0,0,2,0,0
5,0,15000,3,2,1,1,2,4,1,6,3,2,2,2,2,2,0,1,0,2,0,2,0,3,0,3,0,2,2,0,51354,14,2,1,2,1,0,0,0,0,1,0,0
8,0,0,4,2,3,1,2,9,2,5,3,1,0,2,2,1,0,1,0,1,1,2,0,2,2,4,0,3,0,11896.1,67691.9333333333,12,2,1,2,2,0,0,0,0,0,0,0
2,0,0,5,2,3,1,2,12,2,5,3,1,0,2,2,1,2,2,0,1,1,1,1,4,2,6,0,4,2,6081,98108,53,2,1,2,2,0,0,0,0,3,0,0
2,0,8000,3,2,1,1,2,10,1,5,3,1,0,2,2,2,1,0,0,2,0,2,0,2,1,3,0,1,0,7590,55822,5,1,2,2,2,0,0,0,0,0,0,0
8,0,8000,4,2,1,1,2,11,2,6,3,1,0,2,2,1,0,1,0,2,0,2,0,4,1,5,0,4,3,4034,32634,69,1,2,2,2,0,0,0,0,3,0,0
2,0,20000,8,4,1,2,2,12,1,5,3,1,0,1,1,1,0,2,1,1,2,2,0,2,3,5,0,3,0,10480,132406,5,2,1,1,1,0,0,0,0,0,0,0
8,0,6000,4,3,1,1,2,7,2,5,3,2,0,2,2,2,0,1,0,2,0,2,0,5,2,7,0,2,2,8643,45705,49,1,2,2,2,0,0,0,0,3,0,0
5,0,20000,3,2,1,1,2,5,1,1,3,1,0,2,2,1,1,2,4,1,1,2,0,2,2,4,0,2,0,4360,106220,39,2,1,2,1,3,1,3,1,2,3,2
2,0,10000,4,3,1,1,2,9,2,5,3,1,1,2,2,1,2,2,1,1,1,1,3,5,0,5,0,4,3,5853,75655,52,2,1,2,2,3,1,3,1,3,3,3
1,1100,8000,3,2,1,1,2,11,1,5,3,2,2,2,2,2,0,1,0,2,0,1,1,2,1,3,0,1,0,3526,25626,9,1,2,2,2,0,0,0,0,0,0,0
8,0,5000,3,2,1,1,2,6,2,6,1,2,2,2,2,1,0,1,0,1,1,2,0,2,3,5,0,2,0,7052,44074,38,1,2,2,2,0,0,0,0,3,0,0
2,0,0,6,3,3,1,2,7,2,5,3,2,3,2,2,1,1,1,0,1,1,2,0,4,1,5,0,3,3,6363,45563,30,2,1,2,2,3,1,3,1,3,3,3
2,0,20000,3,2,1,1,2,2,1,5,3,1,0,2,2,1,2,2,1,1,1,2,0,3,0,3,0,2,1,0,94894,52,2,1,2,1,0,0,0,0,2,0,0
5,0,0,4,2,3,1,2,8,2,5,3,1,1,2,2,2,0,0,0,2,0,1,3,3,0,3,0,1,0,0,31500,44,1,2,2,2,2,2,0,0,3,0,0
2,0,15000,4,2,1,1,2,2,1,3,3,1,1,2,2,2,0,2,0,2,0,2,0,3,0,3,0,2,3,6660,68660,84,2,1,2,1,1,1,0,0,3,0,0
5,0,6000,3,2,1,1,2,6,2,3,3,1,1,2,2,1,0,0,0,2,0,2,0,3,0,3,0,2,2,3920,39380,44,2,1,2,2,3,1,0,0,3,0,0
5,0,27000,4,2,1,2,2,5,1,3,3,1,0,2,2,2,0,1,1,1,1,2,0,3,2,5,0,1,1,6540,97900,8,2,2,1,2,0,0,0,0,0,0,0
2,0,12000,3,2,1,1,1,11,1,1,3,1,2,2,2,1,1,0,0,1,1,2,0,1,0,1,0,0,1,2121,30121,94,2,1,2,1,0,0,0,0,3,0,0
5,0,26000,3,2,1,2,2,4,1,3,3,1,0,2,2,1,0,2,3,2,0,2,0,3,0,3,0,1,1,0,102428,51,2,1,2,2,3,2,3,1,2,3,3
2,0,15000,3,2,1,1,2,8,1,1,3,1,0,2,2,1,2,2,1,1,1,1,2,4,0,4,0,3,0,0,127828,62,2,1,2,2,3,1,3,1,3,3,3
1,19000,19000,3,2,1,1,2,6,1,5,3,1,0,2,2,1,2,2,2,1,1,2,0,2,1,3,0,2,0,2017,133345,40,2,1,2,1,3,1,3,1,2,3,2
4,0,8000,2,1,1,1,2,6,1,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,2,4,1,2,0,11581.6666666667,26007.6666666667,5,1,2,2,2,0,0,0,0,0,0,0
2,0,10000,4,3,1,1,2,1,2,3,3,2,2,2,2,1,1,2,1,2,0,2,0,3,0,3,0,2,3,25579,111579,76,2,1,2,1,3,1,1,1,2,0,0
5,0,6000,3,2,1,1,2,10,1,1,3,1,0,2,2,1,2,0,0,1,1,1,1,2,1,3,0,1,0,2121,54423,41,2,1,2,2,3,1,0,0,3,0,0
8,0,7000,3,2,1,1,2,8,2,5,3,1,0,2,2,1,0,0,0,2,0,2,0,2,1,3,0,1,1,4526,24142,34,2,1,2,2,3,1,2,1,3,0,0
2,0,0,5,3,3,1,2,8,2,5,3,1,1,2,2,1,0,2,0,1,1,2,0,2,0,2,0,1,2,6534,36534,81,2,1,2,2,0,0,0,0,3,0,0
5,0,10800,4,2,1,1,2,9,1,3,3,1,0,2,2,1,0,2,0,1,1,2,0,2,0,2,0,1,2,3910,52060,77,2,1,2,2,0,0,0,0,3,0,0
2,0,5500,3,1,1,1,2,12,2,5,3,1,0,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,0,2032,23032,50,1,2,2,2,0,0,0,0,3,0,0
5,0,0,5,3,3,1,2,9,2,1,3,1,0,2,2,1,3,1,1,1,1,1,1,2,2,4,0,2,0,10310.5,96571.1666666667,6,2,1,2,2,0,0,0,0,0,0,0
2,0,25000,5,4,1,2,2,3,1,3,3,1,3,2,2,1,0,2,3,1,2,1,1,4,0,4,0,2,2,10979.6666666667,113250.666666667,40,2,1,2,1,3,1,3,1,3,3,2
5,0,11000,5,3,1,1,2,6,2,3,3,1,1,2,2,1,0,2,2,2,0,2,0,2,0,2,0,2,0,0,60902,54,2,1,2,2,3,1,2,1,2,0,0
2,0,3000,4,3,1,1,2,1,2,3,3,1,0,2,2,1,0,2,1,1,1,1,1,4,0,4,0,2,1,2262,80786,53,1,2,2,2,0,0,0,0,2,0,0
2,0,11000,2,1,1,1,1,3,1,1,1,1,0,1,2,1,3,0,0,1,2,2,0,2,0,2,0,1,1,2271,117542,62,2,1,2,1,3,1,3,1,3,3,3
2,0,12000,3,2,1,1,2,10,2,5,3,1,0,2,2,1,1,2,1,2,0,1,1,2,0,2,0,2,0,2027,53254,63,2,1,2,2,0,0,0,0,3,0,0
8,0,15000,3,1,1,2,2,3,1,5,3,1,0,2,1,1,2,2,2,1,1,2,0,2,0,2,0,1,0,833.333333333333,143437.666666667,56,2,1,2,1,3,1,2,1,3,0,0
8,0,8000,3,2,1,1,2,12,2,5,3,1,1,2,2,1,0,0,0,1,1,2,0,2,0,2,0,1,2,1963,13363,73,1,2,2,2,1,1,0,0,3,0,0
4,0,6000,3,2,1,1,2,9,2,6,3,2,1,2,2,2,0,0,0,2,0,2,0,4,0,4,0,2,0,0,20300,18,1,2,2,2,2,1,0,0,3,0,0
2,0,4000,5,4,1,1,2,11,1,5,3,1,0,2,2,1,0,1,1,2,0,2,0,4,0,4,0,1,2,3027,45344.5,60,2,1,2,2,0,0,0,0,3,0,0
2,0,10000,4,2,1,2,2,8,2,5,3,1,0,2,2,1,1,2,1,1,1,1,1,2,0,2,0,1,2,4054,37154,68,2,1,2,2,0,0,0,0,3,0,0
2,0,25000,7,3,1,1,2,4,1,3,1,1,0,2,2,1,0,2,1,1,1,2,0,2,0,2,0,2,1,47180,96368,17,2,1,2,1,3,2,2,2,3,0,0
2,0,6000,3,2,1,1,2,10,2,5,3,1,0,2,2,1,0,0,0,2,0,2,0,2,2,4,0,2,0,6081,43108,1,2,1,2,2,0,0,0,0,0,0,0
2,0,10000,4,2,3,2,2,8,2,5,3,1,0,2,2,1,0,2,1,2,0,1,1,2,0,2,0,1,2,3926,48926,73,2,2,2,1,2,1,0,0,3,0,0
2,0,10000,3,3,1,1,2,6,2,5,3,1,3,2,2,1,0,1,0,2,0,1,1,4,2,6,0,5,2,6526,41826,2,1,2,2,2,0,0,0,0,0,0,0
5,0,10500,4,3,1,1,2,9,1,3,3,2,1,1,2,2,1,1,1,2,0,1,1,2,0,2,0,2,1,17121,82039,14,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,5,3,1,1,2,11,1,3,3,1,0,1,2,1,2,1,1,1,1,1,2,5,1,6,0,3,3,3926,144252,47,2,1,2,2,2,1,0,0,2,0,0
8,0,8000,4,2,1,1,2,10,1,5,3,1,0,2,2,2,0,1,1,2,0,2,0,5,0,5,1,3,3,12378,77278,15,2,1,2,2,2,1,0,0,3,0,0
8,0,8000,4,3,1,1,2,10,2,5,3,1,0,2,2,2,0,0,0,2,0,1,1,4,0,4,0,2,1,3910,45820,31,1,2,2,2,3,1,0,0,3,0,0
8,0,8000,5,3,1,1,2,7,1,6,3,2,1,2,2,2,0,1,0,2,0,2,0,4,1,5,0,2,3,5853,18353,16,1,2,2,2,1,1,0,0,3,0,0
2,0,5000,2,1,1,1,2,12,2,1,3,1,1,2,2,1,0,2,0,2,0,2,0,1,0,1,0,1,1,2032,13032,78,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,3,2,1,1,2,11,1,5,3,1,1,2,2,1,1,1,0,1,1,1,1,3,1,4,0,1,1,1955,40110,5,2,2,2,1,0,0,0,0,0,0,0
2,0,0,4,2,3,1,2,10,2,5,3,1,0,2,2,1,0,2,1,2,0,1,1,2,0,2,0,1,1,1963,58926,36,2,1,2,2,3,1,3,1,3,2,3
8,0,7500,6,5,1,1,2,12,1,5,3,1,0,2,2,1,0,0,0,2,0,2,0,2,0,2,0,1,1,6955,25595,17,2,1,2,2,3,1,1,1,3,0,0
1,12000,20000,4,3,1,2,2,8,2,5,3,1,0,2,2,1,1,2,3,1,1,1,1,4,0,4,0,2,0,0,83889,58,2,1,2,2,3,2,3,2,3,3,2
2,0,5800,5,3,1,1,2,7,2,6,3,2,1,2,2,2,0,1,0,2,0,1,1,2,2,4,0,2,1,2730.5,31130.5,8,1,2,2,2,0,0,0,0,0,0,0
2,0,10000,3,2,1,1,2,6,2,5,3,1,0,2,2,2,0,1,0,2,0,2,0,1,2,3,0,1,0,14064,42096,13,2,1,2,2,0,0,0,0,0,0,0
8,0,6000,3,2,1,1,2,7,1,5,3,2,0,2,2,2,0,0,0,2,0,1,1,1,1,2,0,2,0,2017,21017,12,2,1,2,2,9,1,0,0,0,0,0
2,0,10000,3,2,1,1,2,8,2,5,3,1,0,2,2,1,1,2,0,2,0,2,0,2,0,2,0,1,1,12242,39242,73,2,1,2,1,0,0,0,0,3,0,0
5,0,6500,5,4,1,1,2,8,2,5,3,1,0,2,2,2,0,0,0,2,0,2,0,2,2,4,0,4,1,8478,45788,32,1,2,2,2,3,1,0,0,3,0,0
2,0,18000,4,3,1,2,2,4,1,1,3,1,0,2,2,1,3,2,1,1,1,2,0,2,0,2,0,2,0,0,52542,64,2,1,2,1,3,2,3,2,3,3,3
4,0,3000,4,2,1,1,1,7,1,1,3,2,0,2,2,1,0,0,0,2,0,1,1,2,1,3,0,1,0,6272.5,47124.5,21,2,1,2,2,9,1,0,0,3,0,0
2,0,16000,4,3,1,2,2,5,1,5,3,1,0,2,2,1,0,0,0,1,1,1,1,3,1,4,0,2,1,4378,71931,28,2,1,2,2,3,1,2,1,3,0,0
2,0,10000,3,2,1,1,2,8,2,5,3,1,0,2,2,1,1,1,1,1,2,1,1,3,1,4,0,3,1,4054,48108,15,2,1,2,2,2,1,0,0,3,0,0
2,0,0,3,2,3,1,2,11,2,6,3,2,0,2,2,2,0,1,0,2,0,1,1,3,2,5,0,2,3,7289.5,16289.5,15,1,2,2,2,9,1,0,0,3,0,0
8,0,6500,1,1,1,1,2,10,2,6,3,1,0,2,2,1,1,0,0,1,1,1,1,2,0,2,0,0,0,0,38460,19,1,2,2,2,2,1,0,0,3,0,0
2,0,15000,4,2,1,1,2,9,1,3,3,1,0,2,2,1,1,1,2,1,1,2,0,1,1,2,0,2,0,21960,70920,44,2,1,2,2,3,1,3,1,3,2,3
9,0,9000,3,1,1,1,2,6,2,3,3,1,0,2,2,2,0,1,0,2,0,2,0,1,2,3,0,3,1,8000,13200,10,1,2,2,2,0,0,0,0,0,0,0
2,0,8000,4,3,1,1,2,10,2,5,3,1,0,2,2,2,0,2,2,1,1,1,1,3,1,4,0,1,2,5853,54639,50,2,1,2,2,0,0,0,0,3,0,0
2,0,20000,4,3,1,2,1,11,1,5,3,1,0,2,2,1,2,1,0,1,1,1,2,2,2,4,0,3,0,4034,53068,8,2,1,2,2,0,0,0,0,0,0,0
2,0,0,3,2,3,1,2,8,2,5,3,1,1,2,2,2,0,2,0,1,1,2,0,1,0,1,0,0,1,1951,27951,74,1,2,2,2,0,0,0,0,3,0,0
2,0,18000,5,1,1,1,2,3,1,1,3,1,0,2,2,1,2,2,1,2,0,2,0,1,0,1,0,1,1,12197,53197,84,2,1,2,1,0,0,0,0,3,0,0
8,0,8000,3,2,1,1,2,8,2,3,3,1,1,2,2,2,1,0,0,2,0,2,0,1,0,1,0,1,1,2027,17027,75,2,1,2,2,0,0,0,0,3,0,0
2,0,10000,4,3,1,1,2,10,1,5,3,1,0,2,2,1,2,2,1,1,1,2,0,2,0,2,0,1,1,2032,135745,73,2,1,2,1,3,1,0,0,3,0,0
4,0,8000,5,3,1,1,2,1,2,1,1,1,1,2,2,1,0,1,0,2,0,2,0,4,1,5,0,2,3,8707.5,31207.5,12,1,2,2,2,0,0,0,0,0,0,0
2,0,8000,3,1,1,1,2,1,2,3,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,1,4440,42280,69,2,2,2,2,3,1,0,0,3,0,0
5,0,9000,3,2,1,1,2,1,1,1,3,1,0,2,2,2,0,1,0,2,0,2,0,3,2,5,0,2,1,17734,65628,33,2,1,2,1,3,1,3,1,2,3,2
2,0,13000,3,2,1,1,2,3,1,5,3,1,0,2,2,1,0,0,0,1,1,2,0,2,1,3,0,1,0,9542,94926,11,2,1,2,1,0,0,0,0,0,0,0
6,0,15000,4,3,1,2,2,8,2,5,3,1,0,2,1,1,1,2,3,1,1,2,0,2,1,3,0,1,0,21000,102989,37,2,2,2,2,3,1,3,1,3,3,2
2,0,10000,4,1,1,1,2,6,2,3,3,1,2,2,2,1,0,2,1,2,0,2,0,1,0,1,0,1,0,1963,48463,66,2,1,2,1,3,1,3,1,2,2,2
8,0,5000,3,2,1,1,2,9,2,6,1,1,1,2,2,2,0,1,0,2,0,1,1,4,3,7,0,3,1,13390.5,45190.5,35,1,2,2,2,0,0,0,0,3,0,0
1,8500,12000,4,3,3,2,2,9,1,5,3,1,0,2,2,1,2,0,0,1,1,1,1,3,1,4,0,3,0,0,59951,1,1,2,2,2,0,0,0,0,0,0,0
8,0,7000,3,2,1,1,2,6,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,0,2027,35054,52,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,5,2,1,1,1,3,1,3,3,1,0,1,2,1,2,2,2,1,1,2,0,3,1,4,0,3,1,4542,196667.333333333,65,2,1,2,1,3,1,3,1,3,3,3
5,0,3000,4,3,1,2,1,3,1,3,3,1,0,2,2,1,1,2,2,1,1,2,0,2,2,4,0,2,0,14386,123380,10,2,1,2,2,0,0,0,0,0,0,0
2,0,8000,5,3,1,1,2,7,1,5,3,1,0,2,2,1,2,0,0,2,0,1,1,3,0,3,0,1,2,4034,27510,58,1,2,2,2,0,0,0,0,3,0,0
2,0,15000,3,2,1,1,2,11,1,5,3,1,1,1,2,1,2,2,1,1,2,2,0,2,0,2,0,1,0,0,77064,62,2,1,2,1,3,1,1,1,3,0,0
5,0,13000,1,1,1,1,2,4,1,1,3,1,0,2,2,1,0,2,1,2,0,2,0,1,0,1,0,0,0,0,48193,31,2,1,2,2,3,1,3,1,3,3,2
5,0,14000,3,2,1,1,2,3,1,1,3,1,1,2,2,1,0,2,1,2,0,2,0,4,0,4,0,2,0,1000,74929,33,2,1,2,2,3,2,3,2,3,3,2
2,0,0,6,3,3,1,2,10,2,5,3,1,0,1,2,1,2,2,1,1,2,2,0,3,0,3,0,1,0,0,73255,27,2,1,2,2,3,1,1,1,3,0,0
2,0,15000,4,2,1,1,2,6,1,5,3,1,2,2,2,2,0,0,0,2,0,1,1,3,0,3,0,1,1,0,34932,19,1,2,2,2,3,1,0,0,3,3,3
8,0,3000,3,2,1,1,2,11,2,5,3,2,0,2,2,2,0,0,0,2,0,1,1,2,1,3,0,1,1,0,33817,4,2,2,2,2,0,0,0,0,0,0,0
4,0,5000,4,2,1,1,2,1,3,5,3,1,0,2,2,1,2,1,0,1,1,1,1,2,3,5,0,2,0,4440,52660,13,2,1,2,1,1,1,0,0,3,0,0
4,0,9000,5,3,1,1,2,9,2,3,3,1,0,2,2,1,1,2,0,2,0,2,0,4,1,5,0,2,0,8901.8,75198.8,4,2,1,2,2,0,0,0,0,0,0,0
5,0,14800,2,1,1,1,2,4,1,1,3,1,0,2,2,2,0,0,0,2,0,2,0,2,1,3,0,1,0,3066.5,46008.5,28,2,1,2,2,3,2,3,2,3,3,3
5,0,11500,4,2,1,1,2,1,2,3,3,1,0,2,2,1,1,2,1,1,1,2,0,2,1,3,0,2,0,2189,134067,35,2,1,2,2,3,1,3,1,3,3,2
8,0,0,2,1,1,1,2,8,2,5,3,1,0,2,2,1,0,1,0,1,1,1,1,2,1,3,0,1,1,15632.5,50063.5,59,2,1,2,2,2,1,0,0,3,0,0
2,0,7000,3,1,1,1,2,7,2,3,3,2,0,2,2,1,0,0,0,2,0,1,1,2,1,3,0,2,1,3902,18853,18,1,2,2,2,2,1,0,0,3,0,0
2,0,12000,5,3,1,1,2,9,1,5,3,1,0,2,2,2,2,2,1,1,1,1,1,3,0,3,0,2,1,0,43000,21,1,2,2,2,3,1,3,1,3,3,1
2,0,8000,4,3,1,1,2,6,1,5,3,1,2,2,2,2,1,1,0,2,0,1,1,5,2,7,0,4,4,3032,36132,65,1,2,2,2,0,0,0,0,3,0,0
1,20000,20000,4,3,1,1,2,2,1,1,3,1,0,2,2,1,0,2,2,1,1,2,0,2,1,3,0,1,0,12189,126567,5,2,1,2,1,0,0,0,0,0,0,0
2,0,15000,4,2,1,2,2,6,2,3,3,1,0,2,2,1,2,2,1,1,1,1,1,2,0,2,0,1,1,2032,70093,50,2,1,2,2,3,1,3,1,3,3,3
1,15000,20000,5,3,1,1,2,5,1,1,3,1,0,2,2,1,2,2,1,2,0,2,0,3,0,3,0,1,2,12042,113313,46,2,1,2,2,3,1,3,1,2,3,3
2,0,10000,5,2,1,1,2,9,1,1,3,1,0,2,2,2,0,0,0,1,1,2,0,1,0,1,0,1,0,0,22960,63,2,1,2,2,0,0,0,0,3,0,0
1,5600,10000,3,2,1,1,2,1,1,1,3,1,0,2,2,2,1,2,1,2,0,2,0,2,0,2,0,2,0,0,20214,31,2,2,2,1,3,1,3,1,3,2,3
8,0,13000,2,1,1,1,2,2,1,1,3,1,0,2,2,1,1,2,1,1,1,2,0,2,0,2,0,1,0,0,63524,36,2,1,2,1,2,1,0,0,2,0,0
2,0,18000,4,3,1,2,2,4,1,3,3,1,0,2,2,1,0,2,1,2,0,2,0,3,0,3,0,2,2,2288,46576,18,2,1,2,1,3,2,3,1,3,3,1
4,0,10000,4,3,1,1,2,1,1,1,3,1,0,2,2,2,0,1,0,2,0,2,0,3,0,3,0,3,2,4524,43286,17,2,1,2,2,3,1,1,1,3,0,0
8,0,15000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,2,2,2,1,1,2,0,3,1,4,0,3,1,4386,136910,3,2,1,2,1,0,0,0,0,0,0,0
