"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
5,0,16500,2,1,1,1,2,4,1,3,3,1,0,2,2,1,0,2,1,2,0,2,0,2,0,2,2,1,1,20473.3333333333,61886.3333333333,25,2,2,2,2,3,1,1,1,3,0,0
2,0,5000,2,2,1,1,2,6,2,5,3,1,2,2,2,2,0,0,0,2,0,1,1,3,3,6,1,4,1,14145.6,41995.6,45,1,2,2,2,0,0,0,0,3,0,0
2,0,18000,3,2,1,2,1,5,1,1,3,1,0,2,2,1,0,2,1,2,0,2,0,1,0,1,0,1,1,2271,55271,80,2,1,2,1,3,2,3,2,3,3,2
8,0,12000,3,2,1,1,2,8,2,1,3,1,0,2,2,1,2,0,0,2,0,2,0,3,0,3,0,2,1,2121,57363,40,2,1,2,2,3,1,9,1,3,0,0
2,0,7000,4,3,1,1,2,10,2,5,3,1,0,2,2,1,1,1,0,1,1,1,2,5,3,8,0,4,2,2032,86587,74,2,1,2,2,3,1,1,1,2,0,0
5,0,18000,4,2,1,1,2,2,1,4,3,1,0,2,2,1,0,0,0,1,1,1,1,3,0,3,2,1,0,27271,84813,34,2,1,2,1,3,1,0,0,3,0,0
2,0,8000,3,2,1,1,2,7,2,5,3,1,0,2,2,2,0,2,0,1,1,2,0,2,0,2,0,1,1,4054,34554,76,2,1,2,2,0,0,0,0,3,0,0
2,0,16000,3,2,1,1,2,6,2,5,3,1,0,2,2,1,0,2,1,1,1,1,2,2,0,2,0,1,2,3902,49202,63,2,1,2,1,3,1,1,1,2,0,0
2,0,8000,4,3,1,2,2,9,2,5,3,1,1,2,2,1,1,1,0,1,1,1,1,2,2,4,0,3,0,6012.1,19963.1,0,1,2,2,2,0,0,0,0,0,0,0
1,914,6000,3,2,1,1,2,9,1,5,3,1,0,2,2,1,1,1,0,2,0,1,2,2,1,3,0,2,0,4674,33557,9,2,1,2,2,0,0,0,0,0,0,0
2,0,20000,3,1,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,1,1,2,0,2,1,3,0,2,0,6193,46579,26,2,1,2,1,3,2,3,2,2,3,3
5,0,21000,2,1,1,1,2,4,1,3,3,1,0,2,2,1,1,2,1,1,1,2,0,1,0,1,0,0,0,0,45000,41,2,1,2,2,3,1,0,0,2,0,0
2,0,6000,5,2,1,1,2,11,2,5,3,1,0,2,2,2,0,0,0,2,0,1,1,3,0,3,0,2,2,4054,32054,83,1,2,2,2,0,0,0,0,0,0,0
1,7000,12000,4,3,1,1,2,6,1,3,3,1,0,2,2,2,0,1,1,2,0,2,0,4,1,5,0,3,1,4000,23800,13,1,2,2,2,1,1,0,0,0,0,0
4,0,8000,5,4,1,1,2,6,2,1,3,1,0,2,2,1,1,1,0,1,1,2,0,3,3,6,0,4,1,14872,68572,18,1,2,2,2,3,1,9,1,2,0,0
6,0,0,3,2,3,1,2,12,2,5,3,1,0,2,2,1,0,2,1,1,1,1,1,2,0,2,0,1,0,0,45902,39,1,2,2,2,0,0,0,0,3,0,0
2,0,25000,4,2,1,2,1,4,1,1,3,1,0,2,2,1,3,2,2,1,1,2,0,2,2,4,0,1,0,19394,151788,38,2,1,2,2,3,1,3,1,2,3,2
5,0,15500,3,1,1,1,2,4,1,3,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,2,1,0,3333.33333333333,61673.3333333333,52,2,1,2,2,2,1,0,0,3,0,0
9,0,6000,2,2,1,1,2,7,1,6,3,2,0,2,2,2,0,1,0,2,0,1,1,4,7,11,0,3,2,16067,92278,2,1,2,2,2,0,0,0,0,0,0,0
2,0,15000,5,3,1,1,2,2,1,3,3,1,1,2,2,1,1,1,0,2,0,2,0,3,0,3,0,2,2,4428,57642,14,2,1,2,1,2,1,0,0,0,0,0
8,0,15000,3,2,1,1,2,3,1,1,1,1,0,2,2,2,1,0,0,1,1,2,0,4,0,4,0,2,1,2197,115788,17,2,1,2,1,1,1,0,0,3,0,0
4,0,6500,4,3,1,1,2,9,1,1,3,1,0,2,2,1,3,2,1,1,1,1,1,5,0,5,0,2,1,4034,62685,17,2,1,2,2,9,1,0,0,3,0,0
4,0,9000,4,3,1,1,2,2,2,1,3,1,0,1,2,1,1,1,1,2,0,2,0,5,2,7,0,4,1,10861.5,114581.5,8,2,1,2,1,0,0,0,0,0,0,0
2,0,8000,4,3,1,1,2,9,1,1,3,1,1,2,2,2,0,1,0,2,0,2,0,4,4,8,0,7,2,17578,49278,18,1,2,2,2,2,1,0,0,3,0,0
8,0,9500,3,2,1,1,2,8,1,5,3,1,0,2,2,1,0,0,0,1,1,2,0,1,0,1,0,0,0,0,39963,34,2,1,2,2,3,1,0,0,3,0,0
2,0,15000,5,3,1,1,2,10,2,5,3,1,0,2,2,1,1,1,0,1,2,1,1,3,0,3,0,1,1,2027,94875.6666666667,54,2,1,2,2,2,1,0,0,3,0,0
1,6500,11000,4,2,1,1,2,6,2,3,3,1,0,2,2,1,1,1,1,1,1,1,1,2,2,4,0,3,0,6000,37820,33,2,2,2,2,1,1,0,0,3,0,0
8,0,11000,2,1,1,1,2,8,1,5,3,1,0,2,2,1,1,2,1,2,0,1,1,2,0,2,0,1,1,2032,39064,26,2,1,2,2,3,1,0,0,2,0,0
2,0,12000,5,3,1,1,2,11,2,5,3,1,0,2,2,1,1,1,0,2,0,1,1,3,1,4,0,2,2,2500,17300,28,1,2,2,2,3,1,2,1,3,0,0
5,0,20000,5,2,1,2,2,1,1,3,3,1,0,2,2,1,2,2,1,1,1,2,0,3,0,3,0,1,0,0,86864,48,2,1,2,2,3,2,1,2,3,0,0
2,0,6500,3,1,1,1,2,11,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,1,1951,12951,73,1,2,2,2,0,0,0,0,3,0,0
5,0,13000,2,1,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,2,0,2,0,1,0,0,72394,34,2,1,2,2,3,1,3,1,1,3,3
2,0,6000,5,2,1,1,2,9,1,5,3,1,0,1,2,1,0,2,1,2,0,1,1,2,0,2,0,1,0,0,38027,26,1,2,2,2,3,1,0,0,3,0,0
2,0,0,4,1,1,1,2,10,2,6,3,2,1,2,2,2,0,2,0,2,0,1,1,1,0,1,0,0,1,2027,18027,62,2,1,2,2,0,0,0,0,3,0,0
5,0,20000,3,2,1,1,2,4,1,3,3,1,0,2,2,1,0,2,3,2,0,2,0,2,0,2,0,2,0,0,57560,34,2,1,2,2,3,1,3,1,3,3,1
1,3500,15000,3,2,1,1,2,3,1,6,3,1,2,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2220,28320,88,2,1,2,1,3,1,0,0,3,3,3
8,0,8000,4,3,1,1,2,10,1,5,3,1,0,2,2,1,0,1,1,1,1,1,1,3,4,7,0,3,2,25156.5,83138.5,55,1,2,2,2,3,1,0,0,3,0,0
8,0,10000,4,3,1,1,2,12,1,5,3,1,2,2,2,2,0,1,0,1,1,2,0,2,4,6,0,3,0,5461,28741,4,1,2,2,2,0,0,0,0,0,0,0
2,0,6000,3,2,1,1,2,10,2,1,3,1,2,2,2,1,2,0,0,2,0,1,1,2,0,2,0,2,0,0,68500,44,2,1,2,2,3,1,3,1,2,3,3
5,0,17000,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,0,0,1,1,2,0,2,1,3,0,1,0,2214,93642,6,2,1,2,1,0,0,0,0,0,0,0
2,0,10000,6,5,1,1,2,11,1,5,3,1,0,2,2,2,0,1,0,1,1,1,3,7,2,9,0,2,0,5477,119619,28,2,2,2,2,0,0,0,0,3,0,0
8,0,8000,4,3,1,1,2,10,1,6,3,1,1,2,2,1,0,0,0,2,0,2,0,2,2,4,0,3,0,13383.5,24883.5,3,2,1,2,2,0,0,0,0,0,0,0
8,0,8000,4,1,1,1,2,1,2,1,3,1,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,1,2288,26288,65,2,1,2,2,3,1,1,1,3,0,0
2,0,20000,4,3,1,2,2,8,1,5,3,1,0,1,1,1,2,2,2,1,2,2,0,2,1,3,0,1,0,1963,129889,1,2,1,2,2,0,0,0,0,0,0,0
5,0,48000,6,4,1,2,2,5,1,5,3,1,0,1,1,1,3,2,5,1,2,1,1,4,1,5,0,3,0,32288,172909.333333333,43,2,1,2,1,3,1,3,1,3,3,2
4,0,5000,5,4,1,1,2,1,3,1,3,2,3,2,2,2,0,1,0,2,0,1,1,2,4,6,0,2,0,16931.5,63031.5,23,2,1,2,2,0,0,0,0,3,0,0
2,0,30000,8,4,1,3,2,9,1,1,3,1,0,2,2,1,2,2,1,1,1,2,0,4,0,4,0,2,2,5880,111808,83,2,1,2,1,2,1,0,0,3,0,0
8,0,15000,3,2,1,1,2,3,1,5,3,1,0,2,2,1,0,2,2,2,0,2,0,2,1,3,0,1,0,6220,97660,3,1,2,2,1,0,0,0,0,0,0,0
4,0,10000,3,2,1,2,2,1,1,6,3,1,1,2,2,1,0,0,0,2,0,2,0,4,1,5,0,3,1,7608.5,36845.8,48,1,2,2,2,2,1,0,0,1,0,0
5,0,0,3,2,2,1,2,10,2,5,3,1,0,2,2,1,0,0,0,1,1,2,0,3,0,3,0,1,2,3910,45265,62,1,2,2,2,0,0,0,0,3,0,0
8,0,5500,3,2,1,1,2,9,1,6,3,1,0,2,2,2,0,0,0,2,0,1,1,2,1,3,0,2,0,0,28523,28,1,2,2,2,3,1,1,1,3,0,0
2,0,9000,4,2,1,1,2,12,2,1,3,1,0,2,2,1,2,0,0,1,2,2,0,2,0,2,0,1,2,40910,86910,80,2,1,2,1,0,0,0,0,3,0,0
5,0,20000,3,1,1,2,2,8,1,6,3,1,0,2,2,1,1,2,2,1,1,2,0,1,0,1,0,1,0,8027,8027,21,2,1,2,2,3,2,3,2,3,3,1
5,0,7000,5,3,1,1,2,10,1,6,3,1,0,2,2,2,0,1,0,2,0,2,0,4,2,6,0,3,3,12485.5,67636.5,39,2,1,2,1,0,0,0,0,3,0,0
2,0,18000,3,2,1,1,2,9,1,1,3,1,0,2,2,1,1,2,0,2,0,1,1,3,0,3,0,1,3,11426,50426,43,1,2,2,2,3,2,3,1,3,3,3
5,0,9000,3,1,1,1,2,7,1,3,3,1,0,2,2,2,2,0,0,2,0,1,1,2,0,2,0,1,1,2032,30404,32,2,2,2,2,3,1,0,0,3,0,0
5,0,9500,3,2,1,1,2,10,2,5,3,1,0,2,2,2,0,0,0,2,0,1,1,2,2,4,0,2,0,5889,49752,5,2,1,2,2,0,0,0,0,0,0,0
4,0,0,5,3,3,1,2,9,2,5,3,1,0,2,2,2,1,1,0,1,1,2,0,3,1,4,0,2,2,6096,36268,10,2,1,2,2,0,0,0,0,0,0,0
2,0,10000,4,3,1,1,2,6,2,1,1,2,1,2,2,2,0,1,0,2,0,2,0,5,3,8,0,7,2,3920,42720,21,1,2,2,2,3,1,1,1,2,0,0
4,0,8000,4,3,1,1,2,1,2,1,3,1,0,1,2,1,2,2,2,2,0,1,1,3,1,4,0,2,0,4378,59567,21,1,2,2,2,1,1,0,0,3,0,0
2,0,0,6,5,1,2,2,11,2,5,3,1,2,2,2,2,0,2,2,1,1,1,1,4,0,4,0,2,2,0,48252,24,1,2,2,2,3,1,3,1,3,1,3
5,0,4000,4,2,1,1,2,7,2,3,3,2,1,2,2,2,0,0,0,2,0,2,0,2,1,3,0,2,1,0,14615,1,1,2,2,2,0,0,0,0,0,0,0
8,0,0,3,2,4,1,2,7,2,5,5,2,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,8032,22232,87,1,2,2,2,0,0,0,0,3,0,0
4,0,6000,4,3,1,1,2,1,3,5,3,2,1,2,2,2,0,1,1,2,0,2,0,3,0,3,0,2,2,4394,19594,17,2,2,2,2,9,1,0,0,3,0,0
2,0,20000,5,2,1,1,2,12,2,5,3,1,0,2,2,1,2,2,2,1,1,2,0,3,0,3,0,1,2,3926,67426,69,2,1,2,1,3,1,3,1,3,2,3
1,3400,8000,2,1,1,1,2,8,2,5,3,2,0,2,2,2,0,0,0,2,0,2,0,2,1,3,0,2,0,3526,41789,53,1,2,2,2,0,0,0,0,3,0,0
8,0,10000,3,2,1,1,2,10,1,3,3,1,0,1,2,1,1,1,1,1,1,1,1,3,2,5,0,1,1,14141.5,51424.5,42,1,2,2,2,3,1,0,0,3,0,0
5,0,18000,5,3,1,1,2,3,1,3,3,1,0,2,2,1,0,1,1,1,2,2,0,4,3,7,0,4,2,1666.66666666667,46866.6666666667,9,1,2,2,2,0,0,0,0,0,0,0
6,0,10000,1,1,1,0,2,8,0,3,3,2,0,1,2,1,1,2,1,2,0,1,1,2,0,2,0,1,1,7000,42000,43,1,2,2,2,3,1,2,1,3,0,0
5,0,25000,6,3,1,3,1,4,1,1,2,1,0,2,2,1,4,2,4,1,1,2,0,4,0,4,0,2,2,0,194416.666666667,18,2,2,1,1,3,2,3,2,3,3,1
2,0,15000,6,3,1,1,2,10,2,5,3,1,1,2,2,2,0,1,0,1,1,2,0,4,0,4,0,1,2,3902,46502,76,1,2,2,2,0,0,0,0,3,0,0
4,0,4500,3,1,1,1,1,7,2,6,3,2,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,1,1960,16960,71,2,1,2,2,0,0,0,0,3,0,0
2,0,30000,5,3,1,2,2,4,1,1,3,1,0,2,2,1,2,1,4,1,1,2,0,3,1,4,0,2,2,24286,74048,43,2,1,2,1,3,1,3,1,3,3,2
1,4000,8000,2,2,1,1,2,9,1,3,3,1,0,2,2,1,2,1,1,1,1,1,2,4,1,5,0,3,2,3902,87404,42,2,1,2,2,3,1,3,1,3,3,3
8,0,13000,4,3,1,1,2,6,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,4,0,4,0,2,2,0,28566,16,1,2,2,2,2,1,0,0,3,0,0
1,18000,25000,4,3,1,1,2,3,1,1,3,1,0,1,2,1,1,2,1,2,0,2,0,2,4,6,0,4,0,8880,108820,34,2,1,2,2,3,2,3,2,2,3,3
5,0,4000,2,1,1,1,1,7,2,3,3,2,0,2,2,2,1,0,0,2,0,2,0,1,0,1,0,1,1,1955,13455,70,1,2,2,1,0,0,0,0,3,0,0
1,20000,18000,4,3,1,2,1,8,2,5,3,1,0,2,2,1,1,2,2,1,1,1,1,3,1,4,0,3,1,4054,130108,48,2,1,2,2,3,1,3,1,3,3,2
2,0,40000,5,3,1,3,2,5,1,2,2,1,0,1,1,1,2,2,4,1,2,2,0,4,0,4,0,3,0,0,443928.666666667,27,2,2,1,1,3,2,3,2,3,3,2
1,14000,20000,3,2,1,1,2,4,1,1,3,1,0,2,2,2,0,1,2,2,0,2,0,2,1,3,2,1,0,3538,34826,13,2,1,2,2,1,2,0,0,0,0,0
2,0,45000,6,3,1,4,2,5,1,1,2,1,0,2,1,1,3,2,4,1,2,2,0,3,0,3,0,1,0,83.3333333333333,297636,27,2,2,1,1,3,2,0,0,3,3,3
2,0,10000,3,2,1,1,2,2,1,6,3,1,0,2,2,1,0,0,0,2,0,1,1,2,0,2,0,0,0,0,38000,41,1,2,2,2,0,0,0,0,3,0,0
1,3800,9500,3,2,1,1,2,9,1,5,3,1,0,2,2,2,1,1,0,2,0,1,1,2,1,3,0,1,1,8241.5,29801.5,31,1,2,2,2,3,1,2,1,3,0,0
10,0,20000,4,3,1,1,1,4,1,3,3,1,0,2,2,1,0,2,3,1,1,2,0,1,0,1,0,1,0,2220,124720,72,2,1,2,1,3,2,3,1,3,3,2
8,0,12000,3,2,1,1,2,3,2,3,3,1,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,0,0,8000,50,1,2,2,2,3,1,3,1,3,3,2
2,0,18000,4,1,1,2,2,3,1,1,3,1,0,2,2,1,1,0,0,1,1,2,0,2,0,2,0,1,2,4524,48824,79,2,1,2,1,3,1,3,1,3,3,3
4,0,11000,4,1,1,1,2,1,2,1,3,1,1,2,2,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,33000,62,2,1,2,2,3,1,1,1,3,0,0
2,0,15000,5,3,1,1,2,8,2,3,3,1,1,2,2,1,1,2,1,1,1,2,0,2,0,2,0,1,2,4054,55054,69,2,1,2,2,1,2,0,0,3,0,0
2,0,7500,4,1,1,1,2,8,2,1,3,1,0,2,2,1,0,0,0,1,1,2,0,2,0,2,0,1,0,16666.6666666667,47286.6666666667,49,2,1,2,2,1,1,0,0,3,0,0
2,0,8000,4,3,1,1,2,8,1,5,3,1,0,2,2,2,1,0,0,2,0,2,0,3,0,3,0,1,1,3902,58853,40,2,1,2,2,0,0,0,0,3,0,0
5,0,14000,4,2,1,1,2,1,1,6,3,2,0,2,2,2,0,0,0,2,0,2,0,3,0,3,0,0,0,0,63089,49,2,1,2,2,3,1,3,1,3,3,3
1,22000,22000,4,3,1,2,1,3,1,1,3,1,0,1,2,2,3,2,3,1,1,2,0,2,3,5,0,1,0,6813,136355,48,2,1,2,2,3,1,1,1,2,0,0
8,0,4500,2,1,1,1,2,6,2,3,3,1,0,2,2,2,0,0,0,2,0,2,0,1,3,4,0,3,0,15826.5,48358.5,29,2,1,2,2,0,0,0,0,3,0,0
8,0,14000,3,1,1,1,2,3,1,5,3,1,0,2,2,1,0,2,1,1,1,2,0,2,1,3,0,2,0,2118,155504,34,2,1,2,1,3,1,3,1,3,3,2
2,0,0,3,2,1,1,2,8,2,5,3,1,2,2,2,2,0,2,1,1,1,1,1,4,0,4,0,3,2,5889,57952,48,2,1,2,2,0,0,0,0,3,0,0
8,0,8000,2,1,1,1,2,2,1,1,3,1,0,2,2,1,0,0,0,2,0,2,0,3,0,3,0,2,2,4271,15271,23,1,2,2,2,3,1,3,1,3,3,3
2,0,5000,4,2,1,1,2,11,2,5,3,1,0,2,2,1,0,1,0,2,0,1,2,2,2,4,0,3,0,0,21000,35,1,2,2,2,0,0,0,0,3,0,0
8,0,8000,2,2,1,1,2,2,1,1,1,2,2,2,2,1,0,1,0,2,0,2,0,3,2,5,0,1,1,8987,35182.5,30,1,2,2,2,9,1,0,0,3,0,0
2,0,10000,2,1,1,1,2,2,1,1,3,1,0,2,2,1,1,0,0,2,0,2,0,2,0,2,0,1,1,2271,24542,46,2,1,2,2,3,1,0,0,3,0,0
2,0,0,4,2,1,1,2,8,2,1,3,1,0,2,2,1,1,2,2,1,1,2,0,1,0,1,0,0,0,0,22032,61,2,1,2,2,3,1,1,1,3,0,0
5,0,5000,2,1,1,1,2,4,1,1,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,8193,8193,79,2,1,2,2,3,1,3,1,3,3,2
4,0,10000,3,2,1,1,2,2,1,1,3,1,0,2,2,2,2,0,0,1,1,1,1,2,1,3,0,1,0,2220,103160,40,1,2,2,2,3,1,3,1,3,2,3
8,0,16000,3,2,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,2,0,2,0,2,0,2,0,0,1,2288,66316,30,2,1,2,2,3,1,3,1,3,3,1
5,0,9500,3,2,1,1,2,10,1,3,3,1,0,2,2,1,0,0,0,2,0,1,1,1,0,1,0,0,0,0,56517,36,2,1,2,2,0,0,0,0,3,0,0
5,0,18000,4,3,1,1,2,2,1,5,3,1,0,2,2,2,0,1,0,2,0,2,0,4,0,4,0,2,1,2288,80364,43,2,1,2,2,2,1,0,0,3,0,0
2,0,12000,3,2,1,1,2,6,2,3,3,1,0,2,2,1,0,2,2,1,1,2,0,3,0,3,0,2,0,20000,108781,27,2,1,2,2,3,1,3,1,2,3,3
2,0,25000,3,2,1,2,1,4,1,5,3,1,0,2,2,1,1,2,1,1,1,2,0,2,1,3,0,1,0,2118,266354,36,2,1,2,1,3,1,3,1,3,3,2
2,0,21000,3,2,1,2,1,5,1,2,2,1,0,2,2,1,0,0,0,1,1,2,0,1,0,1,0,1,0,0,93513.3333333333,50,2,2,1,1,3,2,3,2,3,3,2
1,6000,17500,4,2,1,1,2,3,1,3,3,1,0,2,2,2,0,1,0,2,0,2,0,2,0,2,0,1,0,0,64792.3333333333,20,2,1,2,1,3,1,2,1,3,0,0
1,2600,5000,4,3,1,1,2,9,1,5,3,2,0,2,2,2,0,1,0,2,0,2,0,2,2,4,0,2,2,3526,22526,15,1,2,2,2,3,1,0,0,3,0,0
8,0,7000,4,2,1,1,2,11,1,6,3,1,1,2,2,2,0,1,0,2,0,1,1,4,2,6,0,4,2,13843,58008,18,2,2,2,2,3,1,0,0,3,0,0
1,14000,22000,5,4,1,2,2,6,2,5,3,1,0,2,2,1,1,0,0,1,2,2,0,2,3,5,0,1,0,8880,130200,37,2,1,2,1,3,1,3,1,3,3,2
5,0,86000,3,1,1,1,2,2,1,1,3,1,0,2,2,2,0,2,0,1,1,2,0,5,1,6,0,2,1,2919.2,93928.2,19,1,2,2,2,0,0,0,0,3,0,0
2,0,16000,4,3,1,1,2,3,1,1,3,1,0,2,2,1,0,2,3,2,0,2,0,4,0,4,0,2,1,2214,82956,34,2,1,2,2,3,1,1,1,2,0,0
2,0,8000,3,2,1,1,2,7,1,1,3,1,0,2,2,1,0,2,1,1,1,2,0,2,1,3,0,1,1,0,19304,2,1,2,2,2,0,0,0,0,0,0,0
8,0,6000,4,3,1,1,2,12,1,5,3,1,1,2,2,2,0,2,1,2,0,2,0,4,0,4,0,1,2,0,56600,57,1,2,2,2,0,0,0,0,3,0,0
8,0,8500,2,2,1,1,2,8,1,5,3,1,1,2,2,2,0,1,0,2,0,1,1,2,2,4,0,1,1,11314,39115,28,1,2,2,2,3,1,0,0,3,0,0
8,0,15000,3,2,1,1,2,3,1,3,3,1,0,2,2,1,1,2,1,1,2,2,0,2,2,4,0,1,0,6642,86856,44,2,1,2,2,3,1,3,1,3,3,2
2,0,18000,3,2,1,1,2,8,1,5,3,1,0,2,2,1,1,1,3,1,1,1,1,2,2,4,0,1,0,3910,92820,9,2,1,2,1,0,0,0,0,0,0,0
8,0,11000,5,2,1,1,2,2,2,5,3,1,0,2,2,2,0,0,0,2,0,1,1,3,1,4,0,2,1,795.5,28795.5,17,1,2,2,2,9,1,0,0,3,0,0
2,0,35000,3,2,1,3,2,5,1,2,2,1,0,1,2,1,0,2,3,1,2,2,0,3,0,3,0,1,1,2262,116786,50,2,1,2,1,3,2,3,2,3,3,2
8,0,10000,3,2,1,1,2,8,2,5,3,1,2,2,2,1,0,1,6,1,1,2,0,3,1,4,0,1,1,6081,63108,17,2,1,2,2,3,1,0,0,3,0,0
8,0,6000,3,2,1,1,2,10,2,5,3,1,1,2,2,1,1,2,0,1,1,1,1,3,0,3,0,2,2,1963,50926,48,1,2,2,2,1,1,0,0,1,0,0
2,0,9000,3,2,1,1,2,2,1,3,3,1,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,2,0,0,46189,37,2,1,2,2,3,1,1,1,3,0,0
8,0,10000,5,2,1,1,2,7,1,5,3,1,0,2,2,2,0,1,0,2,0,2,0,1,2,3,0,3,1,5865,30465,8,2,1,2,2,0,0,0,0,0,0,0
2,0,14000,2,1,1,1,2,6,2,5,3,1,0,2,2,2,0,2,2,2,0,2,0,2,0,2,0,1,1,0,98963,67,2,1,2,1,3,1,3,1,3,3,2
5,0,4000,3,2,1,1,2,12,2,6,3,1,1,2,2,2,0,1,0,2,0,2,0,3,0,3,0,1,2,5902,30343,15,2,2,2,2,3,1,9,1,3,0,0
2,0,15000,6,2,1,3,2,3,1,3,3,1,2,2,2,1,1,0,0,1,1,2,0,2,0,2,0,1,2,4360,87360,75,2,2,2,1,3,1,3,1,3,3,3
2,0,16000,3,1,1,1,2,6,2,1,3,1,0,2,2,1,1,2,1,2,0,2,0,2,0,2,0,1,2,4054,24054,69,2,2,2,1,3,1,0,0,3,0,0
9,0,6000,3,2,1,1,1,8,2,5,3,1,1,2,2,1,0,2,1,1,1,1,1,1,0,1,0,0,1,1960,40180,72,2,1,2,2,0,0,0,0,2,0,0
8,0,15000,3,2,1,1,2,6,1,5,3,1,0,2,2,2,0,1,0,1,1,2,0,2,2,4,0,2,0,6363,58484,54,2,1,2,2,3,1,9,1,3,0,0
8,0,8000,3,2,1,1,2,7,2,5,3,2,0,2,2,1,0,1,0,1,1,2,0,2,4,6,0,3,0,19942.5,47474.5,13,2,1,2,2,9,1,0,0,0,0,0
2,0,20000,5,2,1,1,2,2,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,3,0,3,0,1,1,6454.66666666667,77142.6666666667,44,2,1,2,1,3,1,1,1,3,0,0
2,0,7000,2,1,1,1,2,8,1,6,3,1,1,2,2,1,0,0,0,2,0,1,1,3,0,3,0,2,0,10000,48963,67,2,1,2,2,3,1,1,1,3,0,0
1,20000,35000,7,4,1,3,1,6,2,5,3,1,0,2,2,1,2,2,5,1,2,2,0,5,0,5,0,2,3,1955,337865,51,2,2,1,1,3,2,3,2,3,3,2
2,0,15000,5,3,1,1,2,11,1,3,3,1,1,2,2,2,1,2,1,2,0,1,1,3,0,3,0,2,2,1951,71902,38,2,1,2,1,3,1,3,1,3,3,2
2,0,30000,6,2,1,2,2,6,1,1,3,1,0,2,2,1,3,2,2,1,1,2,0,3,0,3,0,2,2,2032,75064,57,2,1,2,1,3,1,3,1,3,3,3
4,0,3000,3,2,1,1,2,9,2,6,3,2,1,2,2,2,0,1,0,2,0,2,0,5,1,6,0,3,2,2795.5,11795.5,23,1,2,2,2,0,0,0,0,3,0,0
1,12000,20000,4,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,1,2,0,2,0,2,0,2,0,2,1,2118,56236,48,2,1,2,2,3,1,3,1,3,3,3
2,0,25000,5,2,1,2,1,12,1,5,3,1,0,1,2,1,2,0,0,2,0,2,0,2,0,2,0,1,2,51722,74324,80,2,1,2,1,0,0,0,0,3,0,0
10,0,15000,4,1,1,2,2,3,1,5,3,1,1,2,2,1,1,2,0,1,1,2,0,2,0,2,0,1,2,4576,48376,64,2,1,2,1,0,0,0,0,3,0,0
1,7500,20000,5,1,1,1,2,5,1,3,3,1,0,2,2,1,0,2,2,2,0,2,0,1,0,1,0,0,0,0,36271,28,2,1,2,1,3,2,3,2,3,3,1
5,0,8000,3,2,1,1,2,2,1,3,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,0,0,70718,40,2,1,2,2,2,1,0,0,3,0,0
8,0,22000,5,4,1,1,2,2,1,1,3,1,1,2,2,2,1,2,1,2,0,2,0,4,0,4,0,3,3,6813,82984,69,2,1,2,1,0,0,0,0,2,0,0
2,0,10000,4,3,1,1,2,11,1,5,3,1,0,2,2,2,0,2,3,1,1,1,1,2,0,2,0,1,2,4054,26054,71,2,1,2,1,3,1,1,1,3,0,0
9,0,15000,4,3,1,1,2,2,1,3,3,1,1,2,2,2,0,2,1,1,1,2,0,2,0,2,0,1,0,2193,61386,67,2,1,2,2,3,1,0,0,3,0,0
2,0,3000,5,4,1,1,2,9,2,5,3,2,1,2,2,2,0,0,0,2,0,2,0,4,2,6,0,4,0,17196.0833333333,67258.0833333333,31,1,2,2,2,0,0,0,0,3,0,0
2,0,15000,4,3,1,1,2,12,1,5,3,1,0,2,2,1,2,2,1,1,2,2,0,2,2,4,0,2,1,42740.5,99691.5,35,2,1,2,2,3,1,3,1,3,3,2
2,0,16000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,1,1,2,1,1,2,0,3,1,4,0,2,1,4542,84313,47,2,1,2,2,3,1,3,1,3,3,2
2,0,8500,4,3,1,1,2,9,2,5,3,1,0,2,2,1,0,1,0,2,0,1,1,4,3,7,0,4,1,7840,87855,9,1,2,2,2,0,0,0,0,0,0,0
